model,seed,QTLs,current_fitness,future_fitness,causal_offset,causal_confounded_offset,empirical_offset,empirical_confounded_offset,causal_random_1_offset,causal_random_6_offset,causal_random_11_offset,causal_random_16_offset,causal_random_21_offset,causal_random_26_offset,causal_random_31_offset,causal_random_36_offset,causal_random_41_offset,causal_random_46_offset,causal_random_51_offset,causal_random_61_offset,causal_random_66_offset,causal_random_56_offset
m4.1,s100,100,0.988476,0.932021,0.022481274590858257,0.16402254034827152,0.025917374127843198,0.16402254034827152,0.01604281737499877,0.019648729432509376,0.03640743849263458,0.0820404616324997,0.09867948335367523,0.09259986236947496,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.998902,0.721434,0.330532572469516,0.1736223926176605,0.3810520754732639,0.1736223926176605,0.1873744176594826,0.171339039666403,0.19653156090894955,0.31974275451091444,0.291692869210559,0.6853946691030227,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.981402,0.611359,0.28814039352320603,0.11095828935065508,0.33218055987455475,0.11095828935065508,0.15982112987009872,0.16200947546770805,0.1829181909290487,0.36287395815385753,0.2679413605502605,0.6163295856025408,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.988595,0.608886,0.5954815276544305,0.22725218102882128,0.6864965541017526,0.22725218102882128,0.33038893691929466,0.3364664127842053,0.3818008530618105,0.6238760949020348,0.5251788470517992,0.7604082084660693,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.994548,0.795732,0.27550282976711205,0.11107255795601541,0.3176114362865022,0.11107255795601541,0.15224223150376845,0.16818968682758517,0.1977534766198769,0.3261342047976568,0.21935475700518578,0.34093235423752866,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,1,0.618111,0.43582588378004233,0.28535871286720255,0.502438704659496,0.28535871286720255,0.24363835811630735,0.257560922931821,0.2646069833837245,0.4963553784357554,0.3870811769426543,1.1385316110909691,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.999658,0.597759,0.48964163831650337,0.3406562448667237,0.564479806406494,0.3406562448667237,0.27071983829886015,0.2918787040877974,0.339142125989921,0.5440649743542663,0.5536705986332168,1.1323644160692732,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.999496,0.971272,0.019884929941411816,0.1461887982483563,0.02292419705629539,0.1461887982483563,0.010993683129258573,0.01541824767684557,0.024682988801017443,0.10630565637551707,0.07922960196712273,0.19281646082439952,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.996759,0.963751,0.056125749646017374,0.21102592143149806,0.06470416283127486,0.21102592143149806,0.03180136219851227,0.039704117492606036,0.053126527891328094,0.09680547549938907,0.1065396932203667,0.45373444630677495,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.998787,0.617435,0.3934070875453907,0.22724109733496528,0.45353650351324676,0.22724109733496528,0.21744298895971906,0.21645378904281545,0.23961532976446615,0.4341551784917814,0.23012382561815184,0.5298626911872149,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.999932,0.998105,0.0024238980494058053,0.0023078190639888667,0.002794373261191563,0.0023078190639888667,0.002882942128913593,0.014774816566399049,0.0456956985714229,0.07102172068467807,0.05545281991550751,0.15032628103218862,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.98782,0.988256,0.04352764057382037,0.02265532429096615,0.050180524288988816,0.02265532429096615,0.025361310490963837,0.030502338939337185,0.048953903440566125,0.13494915789572873,0.09179926902899992,0.1685638660983015,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.994674,0.999194,0.00931147025205999,0.17618867128410973,0.010734660849748024,0.17618867128410973,0.005156681813511985,0.011711496467483594,0.021964146800533758,0.03185605654690264,0.031292375970172474,0.12298304569580054,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.986263,0.398683,0.6401445054491511,0.24194569545763214,0.737985943659764,0.24194569545763214,0.35645164066641744,0.395587338745474,0.48603046656431786,0.6907424725900372,0.5623684177502613,0.844687751079419,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.980925,0.422934,0.5627933397202162,0.23109234952292373,0.6488122140600725,0.23109234952292373,0.31387528323555863,0.3387507553560558,0.37130324525362995,0.5317751825341995,0.44483797326943025,0.8881560867846682,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.994275,0.666329,0.28500720392211637,0.12272559549435584,0.3285684849996751,0.12272559549435584,0.15776623838924586,0.1591898587940817,0.22243797679012206,0.3309612550010585,0.37520433649626994,0.816407556623371,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.986261,0.804921,0.3078645893498344,0.2625213004844307,0.3549194557740534,0.2625213004844307,0.1702207271340101,0.1583699374737851,0.2021348109219787,0.3358578158502084,0.2698686386754318,0.5596315142370352,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.999343,0.515078,0.5627933397202162,0.23109234952292373,0.6488122140600725,0.23109234952292373,0.31428041913752963,0.32346150612009344,0.3653020134501106,0.5649113380406593,0.37783284708949993,0.8477522053776564,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.929176,0.99985,0.07257175162636738,0.23403188088532562,0.08366381676501161,0.23403188088532562,0.0401792221902199,0.0662695723810142,0.09347259282612785,0.13777901245687182,0.17258416113673938,0.2692428087952532,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.996658,0.855268,0.10303633416478758,0.04438455336815942,0.11878468947646638,0.04438455336815942,0.0572782362862597,0.07394231007543142,0.08880735835770211,0.15221737743781222,0.16869016496074946,0.3239802681186449,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.985447,0.796111,0.11489030038571396,0.16654332086987383,0.13245044833746503,0.16654332086987383,0.06486342550850216,0.08850337759486904,0.09277622196843575,0.1803245604073466,0.1556793646262889,0.46467311521661037,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.985778,0.544861,0.3934070875453907,0.22724109733496528,0.45353650351324676,0.22724109733496528,0.2291178754651106,0.23959613057722703,0.32219976989609195,0.469832395356703,0.44759714133004636,0.6384569698488504,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.998393,0.995515,6.560997973680953e-4,0.09236124851141472,7.563798860632958e-4,0.09236124851141472,5.29905503758337e-4,0.00552474115779959,0.010816058023133703,0.036717631718011824,0.058679449591126025,0.1437879100553575,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,1,0.869343,0.12668729185964073,0.0921927071587215,0.14605052427519963,0.0921927071587215,0.07017772135796616,0.07552326078214469,0.08766122958752467,0.18487247592686276,0.17948248804286301,0.3771743522038986,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.924878,0.787692,0.03952695624817809,0.14962873785153993,0.04556836442162826,0.14962873785153993,0.021993671948813798,0.027669310474018667,0.043428397795892484,0.09804192348601785,0.0683825271483506,0.47759640003819936,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.991019,0.467223,0.5464561919576677,0.34362703258717353,0.6299780519207069,0.34362703258717353,0.30584562073150046,0.2847213343930536,0.3295395250935435,0.5798694112698426,0.5418856728990558,1.340803418090014,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.99072,0.985025,0.04352764057382037,0.02265532429096615,0.050180524288988816,0.02265532429096615,0.02491121689336817,0.03529944506396031,0.06299182204751501,0.09364507548952432,0.07680067303229642,0.3896000824571215,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.999981,0.92342900000000006,0.0698529407426201,0.05798356459767557,0.08052945538473721,0.05798356459767557,0.039287616179962216,0.0422294253822573,0.07868956962468718,0.1991566020685269,0.16080130393378653,0.3298147504937124,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.999012,0.839832,0.18251260987405402,0.2549514921000381,0.21040833668205117,0.2549514921000381,0.10191707747447239,0.12673878301837055,0.14781532344608536,0.23755574140262478,0.15230342954642928,0.25385022491077647,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.999246,0.991249,0.013289431484132658,0.070215767960534,0.015320624563727441,0.070215767960534,0.007571437546897873,0.03489380907347847,0.05197497825550215,0.06576262368958659,0.07081447323885268,0.22269344742585218,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.999935,0.96113,0.03882475620608569,0.033907613407097165,0.044758838203266225,0.033907613407097165,0.024203435674772837,0.02867477555621446,0.037586073822367234,0.07104943177581048,0.07687032451338942,0.12423508777810195,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.998599,0.514424,0.5471781947040837,0.21029324280619527,0.630810407542919,0.21029324280619527,0.30384707225485547,0.2967072818274686,0.3527913031153535,0.6474620273115268,0.4431389105566811,0.974294412187267,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.984779,0.991624,0.04202236101536535,0.1726711326071103,0.0484451736830522,0.1726711326071103,0.02934515781811553,0.05349010231255329,0.04679853983194959,0.15276136669775253,0.0841194675040643,0.1819191204310818,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.989933,0.935478,0.022481274590858257,0.16402254034827152,0.025917374127843198,0.16402254034827152,0.013024311598469502,0.028360791215375943,0.0720556830825995,0.1245994941513671,0.052347663501905416,0.0944433702839116,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.999052,0.814079,0.1616212428908154,0.061313818147581516,0.1863238759919602,0.061313818147581516,0.0920556609616548,0.110538764827734,0.12220569514162444,0.21698703329405367,0.19582343916497397,0.40075811914813125,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.988018,0.63487,0.28792472709300004,0.26785055272851593,0.3319319303969032,0.26785055272851593,0.15952749150301182,0.17249354577844414,0.2001873475024649,0.3238576076771922,0.2291888140801292,0.6329258442538959,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.982574,0.931908,0.015989340530342126,0.07401735609801632,0.018433195097882712,0.07401735609801632,0.0104547492235656,0.01577093966396176,0.03346830150264474,0.05961779981942119,0.05353019463935354,0.07850657763850047,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.991266,0.732585,0.3838395727372626,0.14782977214637974,0.4425066635567183,0.14782977214637974,0.21268157070636087,0.19899665114183226,0.24401911691380238,0.4085138547637258,0.31289721989538455,0.5328263400221018,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.999872,0.571641,0.521177597877518,0.2269914193629465,0.6008358083369053,0.2269914193629465,0.2884704312984217,0.32149696589249926,0.3696416272982291,0.5817413728304343,0.4295045408603697,1.0218582458407541,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.984095,0.892136,0.040345589030756454,0.015645973782338646,0.0465121192791944,0.015645973782338646,0.029063309402081357,0.07202290335089345,0.0924056772417734,0.11384102015105166,0.09222744937726343,0.255976874464154,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.936874,0.426615,0.4030770088821705,0.2638762187743943,0.46468440209254036,0.2638762187743943,0.2271173514340849,0.2265373388757881,0.25474258544872835,0.3967692533542448,0.2684081461302745,0.9312982992242478,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.9956,0.566781,0.4269539736007111,0.18863559002925068,0.49221078744701524,0.18863559002925068,0.23601742299175588,0.23211179510676277,0.29772244547068866,0.5626648838645544,0.49552141480156847,1.2937642929329813,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.996516,0.792824,0.1616212428908154,0.061313818147581516,0.1863238759919602,0.061313818147581516,0.08931534360314577,0.09561573164568324,0.11014570680871537,0.1660978467959732,0.1419427358982782,0.2822147839784892,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.998848,0.938121,0.07432779581676378,0.06645955963729383,0.08568825955554786,0.06645955963729383,0.04778627803095342,0.07777235692969202,0.10300883850736946,0.17252463057231746,0.08180787487997501,0.1924631478206804,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.98038,0.883475,0.040345589030756454,0.015645973782338646,0.0465121192791944,0.015645973782338646,0.022808031073414083,0.02424955000291735,0.058146574497635044,0.10643132865405391,0.09592368404567066,0.21255445023747327,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.990103,0.98148,0.0012376693023702528,0.025850115209562367,0.0014268380658950855,0.025850115209562367,8.496264349399338e-4,0.01688434170052322,0.026908257403027557,0.09700532541881442,0.15290443165957252,0.23545566002887322,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.949871,0.52174,0.304021736026265,0.2744490744397597,0.35048925023108685,0.2744490744397597,0.17318565742291234,0.1950192729112244,0.25586709161119936,0.4404680255006923,0.3718709268368186,0.5417202507450624,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.989332,0.903137,0.1616212428908154,0.061313818147581516,0.1863238759919602,0.061313818147581516,0.09025065965777246,0.09426612258031773,0.11259278031398547,0.2828284562566371,0.22860855475405065,0.36245249456130846,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.99743,0.961167,0.019884929941411816,0.1461887982483563,0.02292419705629539,0.1461887982483563,0.011082450356929015,0.02159963610380913,0.0414284033411373,0.06914777934242652,0.04255539361616053,0.17164390258247778,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.999981,0.92342900000000006,0.0698529407426201,0.05798356459767557,0.08052945538473721,0.05798356459767557,0.038915546233691214,0.07212122284213439,0.08582821696797262,0.15897299779404928,0.13807349645533074,0.2767259318266281,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.993874,0.684383,0.43582588378004233,0.28535871286720255,0.502438704659496,0.28535871286720255,0.2442643762729098,0.25354417733020324,0.31135793974157683,0.5497382451082976,0.48136229289218657,0.7096902965432564,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.995362,0.634942,0.49809091249885407,0.3098553836472069,0.5742204907795123,0.3098553836472069,0.2752279838867496,0.26725902304630617,0.29600912305797666,0.4456103890776659,0.31174568886430254,1.0603079654412706,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.936874,0.426615,0.4030770088821705,0.2638762187743943,0.46468440209254036,0.2638762187743943,0.22317234379566925,0.24940499252522247,0.2946738099421135,0.3880539399418173,0.42036867267711675,0.38021246061759684,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.976053,0.9192,0.1798473087327156,0.07128882859511484,0.20733566361966504,0.07128882859511484,0.10088554256866349,0.1098818941845052,0.12748871686711313,0.21955396302158317,0.15104987503204348,0.16150091155941562,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.984455,0.80800399999999994,0.31149284264863897,0.12414374604835554,0.35910226123713596,0.12414374604835554,0.1758750973329134,0.1861605881015802,0.2044368353017389,0.3608719541451739,0.33869060710700966,1.0723107614043252,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.990967,0.891546,0.17039878405354464,0.13286447766987966,0.1964430005690651,0.13286447766987966,0.09588615580077096,0.11149314507708077,0.12789714582802159,0.23544335872561084,0.13214663157482556,0.40520002805472816,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.979099,0.702214,0.18251260987405402,0.2549514921000381,0.21040833668205117,0.2549514921000381,0.10316309004211181,0.12582922022146892,0.16434695563207025,0.23036848561027753,0.21524745579347013,0.5053142047974692,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.99277,0.994347,8.854949555535261e-5,0.004704672776717704,1.0208364280524754e-4,0.004704672776717704,5.2157167428195727e-5,0.042850137130779155,0.05954034001233468,0.09293460904233551,0.07431642116857894,0.14512360836928703,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.998978,0.989723,0.0043883196930881874,0.0018130788324042715,0.005059042485277817,0.0018130788324042715,0.0024334703952363203,0.016759837040793864,0.022401895454147686,0.029737304269827663,0.0425393124060917,0.05762927060320244,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.99985,0.739907,0.2847215216502293,0.10919760350079846,0.3282391382674751,0.10919760350079846,0.16067324057964283,0.1877728104659633,0.216319382896849,0.36747950350470865,0.4028233274548298,0.5475689564056284,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.999225,0.737798,0.30347472715621604,0.22456946059312227,0.34985863502824277,0.22456946059312227,0.16787266070194362,0.1776604178154196,0.21934484755819858,0.3616581565978438,0.2552872113115592,0.29571621650605917,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.956966,0.644201,0.18591239441282134,0.10936450389614402,0.21432775359452105,0.10936450389614402,0.10279035619898906,0.10962565762326026,0.13932561954447956,0.22273326390131923,0.14515118939176969,0.39476961396626903,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.972397,0.680263,0.18591239441282134,0.10936450389614402,0.21432775359452105,0.10936450389614402,0.10275101759728796,0.10666405190749347,0.16321771060155615,0.252371454613685,0.2388463239625299,0.3306170155292062,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.992251,0.797218,0.28792472709300004,0.26785055272851593,0.3319319303969032,0.26785055272851593,0.16412218886529123,0.19085913344109462,0.21714756770877774,0.29738242629215533,0.3126647492451088,0.589719393783658,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.988595,0.608886,0.5954815276544305,0.22725218102882128,0.6864965541017526,0.22725218102882128,0.33069377141615436,0.312541825580673,0.3773040768647185,0.6833658130004158,0.5473169120469561,0.9843832684157746,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.964391,0.991917,0.009102421784790307,0.006342571915538544,0.010493660842600578,0.006342571915538544,0.01057282187903057,0.024045863285528515,0.03964461354672264,0.09412320780422719,0.06850918131673736,0.04797450691844342,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.999598,0.893735,0.11411139058511799,0.04963335569037342,0.13155248783116444,0.04963335569037342,0.06713310920115592,0.07739459100023299,0.09383248473987334,0.26106530594834826,0.2355586191708638,0.5791432573479262,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.999572,0.629555,0.3934070875453907,0.22724109733496528,0.45353650351324676,0.22724109733496528,0.2238342136416701,0.21553376335883279,0.28245641850778125,0.5965881476097826,0.3087189935451026,0.6392227379797282,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.996233,0.744539,0.330532572469516,0.1736223926176605,0.3810520754732639,0.1736223926176605,0.18265732362240286,0.19986746006168768,0.21536775725370313,0.42170583695232255,0.39477872697745336,0.6689255945865492,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.967613,0.668291,0.18591239441282134,0.10936450389614402,0.21432775359452105,0.10936450389614402,0.10298399183384696,0.11088609061262067,0.12369353203301309,0.20927463118599304,0.19885770274516654,0.6281705416490913,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.99277,0.994347,8.854949555535261e-5,0.004704672776717704,1.0208364280524754e-4,0.004704672776717704,1.65204029050893e-4,0.005209553954944339,0.02020611423466894,0.03360886391711388,0.025984384459925323,0.0875149571300226,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.974769,0.970771,1.3854056728489542e-4,0.15317468882838006,1.597154867574255e-4,0.15317468882838006,5.019944189314187e-4,0.0534806077673897,0.0768484687127505,0.09331945109705037,0.04900482998788557,0.2529919118559188,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.969013,0.436654,0.48571775516191606,0.3046197225150273,0.5599561862113679,0.3046197225150273,0.268945751085282,0.2986702028914578,0.32404805956799815,0.5351065396720431,0.4025947664989657,0.8668123129086546,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.999949,0.873912,0.12668729185964073,0.0921927071587215,0.14605052427519963,0.0921927071587215,0.07030637345316408,0.08107740731485931,0.12914125098960647,0.1791816291169512,0.21311476438623542,0.2190388210369258,NA,NA,NA,NA,NA,NA,NA,NA
m4.1,s100,100,0.984887,0.99314499999999994,0.03850319247808101,0.0967407822938696,0.04438812579499244,0.0967407822938696,0.02158076036897536,0.020164026678051155,0.04239878195138734,0.11866452569404203,0.12080092232268724,0.18410581623257452,NA,NA,NA,NA,NA,NA,NA,NA
