model,seed,QTLs,fst,mobility,current_fitness,future_fitness,causal_offset,causal_confounded_offset,empirical_confounded_offset,empirical_offset
m4.2,s100,100,0.35433033459485114,0.186255,0.992612,0.99935,0.0011023314238838883,0.010894268124569187,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.988916,0.993763,2.104126147156716e-4,0.02451429760975824,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.996649,0.97992,0.0021417713083567774,0.002348428726945191,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.998443,0.99711,6.158103887306157e-5,0.01219526094477794,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.948055,0.999806,0.014134141896892475,0.02459631233971802,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.980561,0.978716,0.024678394799427173,0.05422766562840613,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999976,0.899832,0.03263220911546608,0.03447842936721881,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.983171,0.999314,0.003250928005406412,0.018341634006143387,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.99938,0.965829,0.01340624442891589,0.011719489143767813,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.975186,0.930589,0.0036105296204231954,0.004403020032490901,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.991426,0.980013,0.016554064054764606,0.041631399891641094,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999953,0.945025,0.01600629835587138,0.01810935840275968,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.987561,0.964396,0.027417007393082324,0.0270756237562847,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.974801,0.962845,3.640170098720576e-4,3.5588514120586873e-4,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.993418,0.990806,6.612390828933115e-5,0.001212112535198098,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.998624,0.809126,0.05371686459579271,0.0634860301279921,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999875,0.946655,0.014917969978906008,0.013918017574745542,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999583,0.936777,0.022852518804960923,0.01944598277678034,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.99938,0.965829,0.01340624442891589,0.011719489143767813,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.990963,0.902729,0.015138670050539395,0.0343668069129134,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.992494,0.999305,0.0038422161652891178,0.03485305924964544,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999147,0.999968,1.6652285031929133e-4,0.01279474978468853,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.972082,0.999291,0.006019679803425583,0.03745604470510859,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.940666,0.983978,0.004337399804986829,0.012629116720062356,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.997273,0.965665,0.005440843457917726,0.01135475240457365,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.995297,0.951457,0.025536867900632355,0.0480466585701685,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999738,0.98740000000000006,0.004976253424806073,0.005793690569007752,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.997427,0.999903,0.0011023314238838883,0.010894268124569187,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.998943,0.998847,0.0013262551988619253,0.011570513371346527,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.977477,0.999984,0.0064751553754212945,0.019525971194723286,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.972016,0.983994,5.154665478526937e-4,0.024857628153857714,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.982753,0.996171,0.011273919363595194,0.04110180336346763,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.967273,0.998339,0.006019679803425583,0.03745604470510859,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.980873,0.996994,0.011273919363595194,0.04110180336346763,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999951,0.919787,0.023882701090984813,0.04848609963018297,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.942399,0.670284,0.045386332725381597,0.040628038923243466,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.99728000000000006,0.918674,0.03539018850704311,0.03149982250533664,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.996017,0.998201,0.0033465848901669984,0.003035480585369108,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.943821,0.998265,0.023882701090984813,0.04848609963018297,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.995652,0.999428,0.002426794982853795,0.03143453422461332,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.973331,0.960797,0.03984118420291184,0.03375106298828386,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.984994,0.794962,0.03804051868950325,0.03325492692775155,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.981229,0.732178,0.0530988686226481,0.04590483004315811,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.981661,0.866863,0.017563327626831927,0.014872773510262888,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.968987,0.911341,0.004854813106984318,0.007275299047925968,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.998785,0.99993,2.104126147156716e-4,0.02451429760975824,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.963037,0.711849,0.045386332725381597,0.040628038923243466,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.9981,0.923486,0.03183843863930951,0.028592522934760056,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.972737,0.941699,0.0018647728462818428,0.025043335975144007,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.995368,0.996821,0.004655464394204864,0.02802571129875086,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999906,0.848298,0.05174664708315324,0.060535994748159384,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.991219,0.946693,0.005892458640885441,0.004999511986944471,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.994889,0.973685,0.016554064054764606,0.041631399891641094,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.984539,0.995249,0.011273919363595194,0.04110180336346763,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999226,0.993967,0.0033465848901669984,0.003035480585369108,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.992708,0.869022,0.025083339505256205,0.03323502269833622,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.998133,0.996196,1.0265431279503033e-4,0.003515470414230841,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.973983,0.815019,0.025218011811417303,0.04986860785840171,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.982376,0.841386,0.02390114106516955,0.0214601715874762,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.964305,0.809608,0.02170033597736447,0.020408944846477733,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.986657,0.939151,0.005440843457917726,0.01135475240457365,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999341,0.823284,0.05174664708315324,0.060535994748159384,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999565,0.99868,7.19016750629639e-5,0.0020226713204158794,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.958927,0.798993,0.02170033597736447,0.020408944846477733,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.990107,0.949814,0.004854813106984318,0.007275299047925968,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.99365,0.997605,0.004976253424806073,0.005793690569007752,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.995937,0.810592,0.046682567592668096,0.04533744947360709,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.958927,0.798993,0.02170033597736447,0.020408944846477733,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.998503,0.933008,0.015138670050539395,0.0343668069129134,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.99884,0.999933,2.0103546550809213e-4,3.2054256736659673e-4,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.941242,0.799698,0.01542134514997566,0.016515077165136074,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.99998,0.838454,0.05174664708315324,0.060535994748159384,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.953156,0.990285,0.004337399804986829,0.012629116720062356,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.947721,0.996197,0.02583782489007493,0.021907073673870226,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.986122,0.99952,0.005892458640885441,0.004999511986944471,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.989576,0.906256,0.01340624442891589,0.011719489143767813,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.973983,0.815019,0.025218011811417303,0.04986860785840171,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.995398,0.999961,0.0016493832004241267,0.022313357099617227,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.998393,0.978366,0.003485669729990987,0.022947185916043465,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.99561,0.926088,0.03539018850704311,0.03149982250533664,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.973669,0.919045,0.004854813106984318,0.007275299047925968,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.993825,0.996964,1.6652285031929133e-4,0.01279474978468853,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.972553,0.960151,3.640170098720576e-4,3.5588514120586873e-4,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.995968,0.844809,0.03615087429483543,0.042027010005998997,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.997995,0.997965,0.002426794982853795,0.03143453422461332,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.97683,0.998343,0.011273919363595194,0.04110180336346763,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.991814,0.956206,0.027417007393082324,0.0270756237562847,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.986359,0.940252,0.04006291508898309,0.0410082990409875,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.965578,0.999909,0.009465233349684474,0.008327812288044495,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.986136,0.970321,0.025536867900632355,0.0480466585701685,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.916342,0.761265,0.01542134514997566,0.016515077165136074,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999957,0.999604,2.104126147156716e-4,0.02451429760975824,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999633,0.928399,0.025536867900632355,0.0480466585701685,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999213,0.922424,0.029249607236763904,0.029173036201681476,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.972239,0.96723,0.036824744652665296,0.0583260138747508,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.994611,0.978435,0.0016493832004241267,0.022313357099617227,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999884,0.960557,0.01340624442891589,0.011719489143767813,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.994771,0.905911,0.017563327626831927,0.014872773510262888,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.995807,0.934186,0.03183843863930951,0.028592522934760056,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.990665,0.92478,0.01002590295237126,0.034020176787373534,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999579,0.922495,0.020836127000999807,0.020054804273375144,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.964319,0.733229,0.04028899298600676,0.0452916889995409,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.985435,0.990525,1.6652285031929133e-4,0.01279474978468853,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.994834,0.999871,0.0011023314238838883,0.010894268124569187,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.994236,0.886508,0.05371686459579271,0.0634860301279921,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999734,0.887114,0.03263220911546608,0.03447842936721881,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.950909,0.984258,0.036824744652665296,0.0583260138747508,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.944573,0.997017,0.02583782489007493,0.021907073673870226,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.957986,0.993481,0.02489622051294448,0.04325952596342493,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.984935,0.999635,0.003250928005406412,0.018341634006143387,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999993,0.988569,0.0032787253162922204,0.019872451239408718,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.960349,0.705969,0.045386332725381597,0.040628038923243466,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999432,0.843536,0.04532759920487441,0.06537176768048537,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.984424,0.881247,0.015908440836633175,0.013479900269075588,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.951352,0.94509,6.158103887306157e-5,0.01219526094477794,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.991879,0.999191,0.00423092230014708,0.018893782914440813,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.986603,0.999855,0.003250928005406412,0.018341634006143387,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.93454,0.986043,0.006019679803425583,0.03745604470510859,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.995205,0.880019,0.024917982354647396,0.030532468360863797,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999447,0.97254,0.006165400938769262,0.009299452868454955,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.989838,0.920293,0.010508501901787181,0.017218830744868078,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.997268,0.964079,0.005794159947566399,0.008193580111191319,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.993315,0.990784,6.158103887306157e-5,0.01219526094477794,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.962757,0.991636,0.0031937618278942152,0.01578354414668219,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.987757,0.917311,0.01002590295237126,0.034020176787373534,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.977477,0.999984,0.0064751553754212945,0.019525971194723286,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.991943,0.902554,0.015908440836633175,0.013479900269075588,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.997644,0.901218,0.04131547484911416,0.04615645369497635,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.982184,0.83547,0.025218011811417303,0.04986860785840171,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.99981,0.865324,0.04031200904668666,0.0480931601425913,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.950269,0.773686,0.023640532066085174,0.024122668352626078,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.974892,0.99683600000000006,0.0031937618278942152,0.01578354414668219,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.968992,0.983605,0.028104946992546127,0.03874366927696746,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.980284,0.772902,0.04028899298600676,0.0452916889995409,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.999345,0.993788,0.0032787253162922204,0.019872451239408718,NA,NA
m4.2,s100,100,0.35433033459485114,0.186255,0.966288,0.981935,7.550487363230649e-4,9.224865129527919e-4,NA,NA
