seed,QTLs,Method,scenario,shifted_fitness,offset_causal,offset_empirical,offset_incomplete,offset_only_QTL1,offset_only_QTL2
s100,100,Geometric GO,Local adaptation,0.882209,0.10748308201675487,0.013689326372294834,0.009502744099679578,0.007460519537942568,0.007658203878359207
s100,100,Geometric GO,Local adaptation,0.713327,0.07496953187304549,0.01632205038284027,0.0073313823823642835,0.005666081373676388,0.012162268905832684
s100,100,Geometric GO,Local adaptation,0.905206,0.052353506528108155,0.012988219191391,0.006364397917473864,0.002847651091155052,0.008175909494186317
s100,100,Geometric GO,Local adaptation,0.691936,0.1832477831836626,0.022143207220762833,0.017154593573310256,0.01372286949291274,0.017179730061125196
s100,100,Geometric GO,Local adaptation,0.892461,0.02908765917273764,0.008353627344159013,0.002843506071212538,0.0037877053376082492,0.004872800342775496
s100,100,Geometric GO,Local adaptation,0.723801,0.2062421797087261,0.026354882260593557,0.025285816988232346,0.03635888004194095,0.016235384186982647
s100,100,Geometric GO,Local adaptation,0.885186,0.10513138822026363,0.024301944862618507,0.011235179042601112,0.02616599192823794,0.006465844117676994
s100,100,Geometric GO,Local adaptation,0.985619,0.017716143716779306,0.0054419182949734905,0.009494816780841433,0.01327365355290169,0.0021382004937596797
s100,100,Geometric GO,Local adaptation,0.765625,0.15585973765364786,0.02791100243048388,0.009944740273344846,0.010069768215321438,0.01915959463931841
s100,100,Geometric GO,Local adaptation,0.830806,0.09949752082237148,0.014802849803623529,0.012815647126162328,0.013073231629686433,0.010624258949156038
s100,100,Geometric GO,Local adaptation,0.797083,0.06880514285407237,0.008618044498951344,0.0038589512406045795,0.006485514300308495,0.005465930345597856
s100,100,Geometric GO,Local adaptation,0.873894,0.1051924355633867,0.014585874051308591,0.007754766364069787,0.0052910528981827505,0.011914387785575195
s100,100,Geometric GO,Local adaptation,0.901351,0.04632377652867481,0.014612824533196232,0.005898533954683529,0.017393984079088855,0.012518797326117942
s100,100,Geometric GO,Local adaptation,0.864565,0.21619543378199504,0.036184380618846476,0.010960292815117867,0.014131682886692771,0.016402986333933414
s100,100,Geometric GO,Local adaptation,0.845188,0.09186521978870532,0.013805889003600814,0.00806448329379669,0.03831860290544682,0.012491521794688829
s100,100,Geometric GO,Local adaptation,0.882368,0.09441244665697876,0.014832192989425837,0.0156990701629054,0.009765255833179378,0.008798517990886512
s100,100,Geometric GO,Local adaptation,0.783226,0.13011713502095143,0.016785401562518485,0.0167961484710209,0.0140287675504705,0.011260704919634141
s100,100,Geometric GO,Local adaptation,0.97819,0.02621288650768239,0.0036949844799445478,0.0054362305142184875,0.004573875825714995,0.004010433534403985
s100,100,Geometric GO,Local adaptation,0.994097,0.015482081105996241,0.0022987127080610157,0.024017709934525726,0.003435932793508704,0.009369139644436166
s100,100,Geometric GO,Local adaptation,0.915614,0.023518400152113247,0.008928379327910357,0.004139218782824256,0.002828986750880133,0.004123577179985432
s100,100,Geometric GO,Local adaptation,0.99225,0.02621288650768239,0.005486380789144597,0.015436012301446993,0.009659607757631479,0.005589945271629042
s100,100,Geometric GO,Local adaptation,0.98596,0.0682496663261332,0.010681595252661305,0.005254338970689212,0.02558211877058274,0.006198716258539743
s100,100,Geometric GO,Local adaptation,0.886558,0.09441244665697876,0.016691734189170734,0.00933054590540591,0.007770943278068299,0.009128230991725682
s100,100,Geometric GO,Local adaptation,0.981404,0.014943815322613125,0.0026508168395821745,0.007631854810873089,0.0027699430898600573,0.0049370210348118875
s100,100,Geometric GO,Local adaptation,0.747415,0.09458127292964125,0.01169587212006599,0.011911741253078971,0.0066893636059539895,0.016470576132595845
s100,100,Geometric GO,Local adaptation,0.913884,0.052353506528108155,0.007812685107290732,0.0038283242923675925,0.004288638068405687,0.011405852694546715
s100,100,Geometric GO,Local adaptation,0.901466,0.0775090480753954,0.011043847213634155,0.005635013630731475,0.006406517271834334,0.007143946963812181
s100,100,Geometric GO,Local adaptation,0.936866,0.10592424427493374,0.01648083816399229,0.02101205553652525,0.01751266293232964,0.008381375290311594
s100,100,Geometric GO,Local adaptation,0.808049,0.13496712197155328,0.019101536479302603,0.012482358420062943,0.02109469104626443,0.017025711050526974
s100,100,Geometric GO,Local adaptation,0.979438,0.03717264532663913,0.005148381754721324,0.00276233925114071,0.00466693101094996,0.002475320098063806
s100,100,Geometric GO,Local adaptation,0.964379,0.04863149367189863,0.011100625095532559,0.01968554233488781,0.005208212010181382,0.0039044218010668204
s100,100,Geometric GO,Local adaptation,0.860506,0.21619543378199504,0.029959123890322504,0.017386576133609898,0.014193774318459812,0.016967871224753777
s100,100,Geometric GO,Local adaptation,0.858533,0.02908765917273764,0.004263796047339958,0.003584509685030561,0.0058146522627021075,0.007295229652932002
s100,100,Geometric GO,Local adaptation,0.773795,0.21043882587299875,0.02516601587427183,0.011577248213557071,0.013505717562338357,0.016604843903693014
s100,100,Geometric GO,Local adaptation,0.911885,0.21276799247166583,0.025000997223501787,0.010880386018880644,0.016913716060743007,0.021172589662774688
s100,100,Geometric GO,Local adaptation,0.981543,0.06506885355190582,0.007986823165681372,0.012668772294688277,0.002962945901459855,0.0072298622219072115
s100,100,Geometric GO,Local adaptation,0.974056,0.013384809888228941,0.002610669315475048,0.0013617178406850963,0.0045406001107686274,0.002624722105045421
s100,100,Geometric GO,Local adaptation,0.910591,0.060630705704959265,0.007809142069902093,0.006800412672950404,0.01121764690371866,0.0037573027785615374
s100,100,Geometric GO,Non local adaptation,0.99875100000000006,0.06811783107244146,0.018784952798700384,0.0208473598666231,0.01992150602372039,0.01820961065765912
s100,100,Geometric GO,Non local adaptation,0.9998,0.048656661931275214,0.031011094462620816,0.008937955257926023,0.009842675847391227,0.0070134398772438815
s100,100,Geometric GO,Non local adaptation,0.99955,3.219648800113915e-4,0.004581872351864534,0.001056546858720939,0.0034353016575989874,0.003966489435723264
s100,100,Geometric GO,Non local adaptation,0.996755,0.022083320477555013,0.006956375885315807,0.008015654814868718,0.0060152033702844205,0.008320828920375502
s100,100,Geometric GO,Non local adaptation,0.99935,0.042743497005440466,0.018772635951111047,0.01368678438298764,0.020861998702347385,0.013354393313445092
s100,100,Geometric GO,Non local adaptation,0.99955,0.004354251780400793,0.004650342265241981,0.0016828505788369231,0.002154227075004965,0.0016603740789629376
s100,100,Geometric GO,Non local adaptation,0.99362,0.07291016896485031,0.02090711799532844,0.01759795529152342,0.014058268789457406,0.018054232863888145
s100,100,Geometric GO,Non local adaptation,0.998551,0.010057854336912968,0.003627848557597868,0.0052262609160350785,0.003581275367250422,0.007160282650165202
s100,100,Geometric GO,Non local adaptation,1,0.025890148877042753,0.008904648143826145,0.01140758867444809,0.008117247643695676,0.008015666519219108
s100,100,Geometric GO,Non local adaptation,0.997952,0.01958363349851888,0.004964056847074298,0.0056260495998523685,0.00333088219403364,0.005147394472954289
s100,100,Geometric GO,Non local adaptation,0.99975,0.03964914183657805,0.021894429293702874,0.005116317249602707,0.005562897944762559,0.007215141148961207
s100,100,Geometric GO,Non local adaptation,0.995012,0.07915094057257162,0.026508498418579773,0.0174326044574064,0.015175706603078508,0.01800141098583285
s100,100,Geometric GO,Non local adaptation,0.992627,0.050449425372955096,0.012238924910717949,0.008307861245533583,0.008309792928165869,0.010630662712426653
s100,100,Geometric GO,Non local adaptation,0.999,0.024681728783989696,0.006132331627720449,0.0035780899407148567,0.00314291352888676,0.006892504292827299
s100,100,Geometric GO,Non local adaptation,0.991834,0.021356537595999342,0.007887644694410485,0.008615303640456476,0.013620053680091908,0.007389380198735824
s100,100,Geometric GO,Non local adaptation,0.997952,0.0027403639946141597,9.742562645120568e-4,0.003724485803041969,9.893149543456024e-4,0.006884169126679518
s100,100,Geometric GO,Non local adaptation,0.998152,0.038568984279832574,0.019251888491712565,0.01381206990957103,0.008021647066820587,0.009876150218970838
s100,100,Geometric GO,Non local adaptation,0.99975,0.042743497005440466,0.013591378157018587,0.017662829347238784,0.011653640619903921,0.012205572224983184
s100,100,Geometric GO,Non local adaptation,0.998401,0.026522231025883622,0.00985748039533758,0.013145824725248353,0.007078838641446127,0.006185211688756127
s100,100,Geometric GO,Non local adaptation,0.99995,0.034223816494390526,0.013806864189820859,0.007827059269446239,0.00745399820039202,0.00876922988794051
s100,100,Geometric GO,Non local adaptation,0.9995,0.017285541594256347,0.006361924545089613,0.004348317889504563,0.0044451395452388826,0.005881321734276993
s100,100,Geometric GO,Non local adaptation,0.995012,0.0701226546712031,0.018982794025643738,0.013452137525412166,0.01750740212286823,0.014896060855198286
s100,100,Geometric GO,Non local adaptation,0.996406,0.034242444366506905,0.009791899462887485,0.010463555001294063,0.013742761085060175,0.010239846509940144
s100,100,Geometric GO,Non local adaptation,0.997403,0.039544864171689044,0.013029367647892937,0.012284355743752204,0.011071045607926586,0.011556567638113305
s100,100,Geometric GO,Non local adaptation,0.99875100000000006,0.03904567073768626,0.009122238068883655,0.006765477843764175,0.010247319790925082,0.006344750632334748
s100,100,Geometric GO,Non local adaptation,0.993769,0.019710129336442766,0.005109607868710852,0.007236657266343581,0.0022793152882077624,0.010559170661945958
s100,100,Geometric GO,Non local adaptation,0.99955,0.04096099017491421,0.01717359852847927,0.010949911272815614,0.010664598818967051,0.00992252927580367
s100,100,Geometric GO,Non local adaptation,0.993769,0.026038687142004857,0.0162767942881642,0.003025975859849793,0.006628900192341056,0.009597997713407698
s100,100,Geometric GO,Non local adaptation,0.997753,0.013132905594781594,0.009957356130164897,0.005311464323911358,0.00882977464024313,0.006055660497969671
s100,100,Geometric GO,Non local adaptation,0.99875100000000006,0.038935544710233895,0.010663686741116939,0.011719411711797887,0.01358623139348375,0.014271836324970307
s100,100,Geometric GO,Non local adaptation,0.998301,0.022083320477555013,0.019902129359187844,0.010778660810826266,0.006722367950207968,0.005581403128092664
s100,100,Geometric GO,Non local adaptation,0.995162,0.050449425372955096,0.011262603226697369,0.01032585628271392,0.009203193602911042,0.008566616724693724
s100,100,Geometric GO,Non local adaptation,0.997104,0.06107089471461571,0.013449600251368382,0.007487520568586848,0.005907051747513568,0.006493560399571423
s100,100,Geometric GO,Non local adaptation,0.998551,0.007519275173431997,0.006750126095237595,0.0017542129437533548,0.006179834820374823,0.001534005404891579
s100,100,Geometric GO,Non local adaptation,0.997553,0.034242444366506905,0.011823892040826697,0.00840496066744236,0.010701845527318819,0.00788577669706761
s100,100,Geometric GO,Non local adaptation,0.995759,0.029122121107707215,0.00890355398403017,0.005286712488880831,0.00333946059506131,0.0056197527618657254
s100,100,Geometric GO,Non local adaptation,0.99995,0.08444099895544274,0.01827480271929125,0.02079866765260279,0.010274752496931931,0.016661951553269008
s100,100,Geometric GO,Non local adaptation,0.998701,0.030979704286299876,0.022935871909411158,0.009238274113903483,0.020938020311204866,0.010219568263897881
s100,100,Geometric GO,Non local adaptation,0.994813,0.0022105811158401206,0.001938649975720314,0.005060973973756077,0.001631253163737813,8.791624158969829e-4
s100,100,Geometric GO,Non local adaptation,0.998551,0.048961928459363396,0.013769181063536407,0.006832028680080486,0.008792905359848006,0.008524159737754835
s100,100,Geometric GO,Non local adaptation,0.993919,0.0552673079546541,0.013754093860051983,0.009174249592920621,0.012554240209283151,0.011504939909884965
s100,100,Geometric GO,Non local adaptation,0.99935,0.05207653697346364,0.01881130209073879,0.006173069281322412,0.008678737949664714,0.00612898982184543
s100,100,Geometric GO,Non local adaptation,0.9992,0.017622360205473583,0.008734239426488662,0.005634659069379374,0.0020095970969604407,0.0019340271850742938
s100,100,Geometric GO,Non local adaptation,0.995012,0.01078180714537314,0.007271309926997886,0.0031910592599059583,0.006635210542804123,0.008092282403764634
s100,100,Geometric GO,Non local adaptation,0.998202,0.06811783107244146,0.017444218075644297,0.020838681311232253,0.011677033032725872,0.01710430737959928
s100,100,Geometric GO,Non local adaptation,0.9992,0.017622360205473583,0.008641321461434589,0.0037576119021928297,0.004041511068305798,0.0045193887228746395
s100,100,Geometric GO,Non local adaptation,0.99875100000000006,0.0074014876440855705,0.0016823672754626086,0.0022392518617330203,0.00405414290480447,0.003998811504091469
s100,100,Geometric GO,Non local adaptation,0.997753,0.012523994259170274,0.006970823419634325,0.008855130516204086,0.00594348386294726,0.005609468365890123
s100,100,Geometric GO,Non local adaptation,0.99915,0.05791272133739675,0.015067054873083673,0.009902349715836525,0.008720359817934576,0.007997605358199433
s100,100,Geometric GO,Non local adaptation,0.995759,0.060701934635870855,0.013267849242005783,0.008181354955401163,0.011804726434755091,0.008609284197281677
s100,100,Geometric GO,Non local adaptation,0.996755,0.0022105811158401206,0.002857973359957905,0.0023315834277910273,0.015752266730644664,0.007065045598387976
s100,100,Geometric GO,Non local adaptation,0.9998,0.07151508085065213,0.01756979213569128,0.012233117653651815,0.015022889925734412,0.01302428753286066
s100,100,Geometric GO,Non local adaptation,0.99975,0.05791272133739675,0.014991234965138584,0.011672222107582517,0.011072772400457136,0.007356863387458203
s100,100,Geometric GO,Non local adaptation,0.997503,0.01943237721868588,0.005867178312850839,0.00729699455789812,0.007045888798973413,0.014095439452445471
s100,100,Geometric GO,Non local adaptation,0.995759,0.07184718908822381,0.01771184702921192,0.020490149471028646,0.015189546402645316,0.01799403426129194
s100,100,Geometric GO,Non local adaptation,0.990396,0.01958363349851888,0.007420072962247552,0.0035153068955849115,0.005656361011238913,0.003252429330438004
s100,100,Geometric GO,Non local adaptation,0.9995,0.06702778982874688,0.013759950942177203,0.013002972951557813,0.00773638132207854,0.011271877245745679
s100,100,Geometric GO,Non local adaptation,0.998002,0.060701934635870855,0.014255627052078088,0.009508390550234395,0.007577323632052332,0.005759715259492492
s100,100,Geometric GO,Non local adaptation,0.987973,0.021356537595999342,0.007444430211643158,0.007745429927159406,0.011089109939875202,0.011724857696992377
s100,100,Geometric GO,Non local adaptation,0.99551,0.029122121107707215,0.01047634335041378,0.004145752167098717,0.008737884478908577,0.004725407388327608
s100,100,Geometric GO,Non local adaptation,0.99975,0.012523994259170274,0.007006387572536939,0.00468321190457678,0.003109506308277545,0.010786049743232762
s100,100,Geometric GO,Non local adaptation,0.997952,0.0015383131270576178,0.0011987441696688357,9.543247774169262e-4,0.0017358487360757686,0.0016352717846881068
s100,100,Geometric GO,Non local adaptation,0.99935,0.03964914183657805,0.01238952092985366,0.004862653446657221,0.007026485984419068,0.003866949705009591
s100,100,Geometric GO,Non local adaptation,0.991586,0.025295025382393366,0.010347053728306767,0.010294340124451762,0.004890240448260144,0.014794008446005664
s100,100,Geometric GO,Non local adaptation,0.990793,0.04447670717601923,0.01484104902956072,0.012048468540358206,0.0077600449774841125,0.007185627456726351
s100,100,Geometric GO,Non local adaptation,0.988813,0.012523994259170274,0.004336258341428048,0.007548069856045698,0.00803653557101751,0.004985290854069582
s100,100,Geometric GO,Non local adaptation,0.996755,0.026038687142004857,0.00971314463100178,0.005825391996389023,0.019702000541404887,0.004670719431915345
s100,100,Geometric GO,Non local adaptation,0.997104,0.0247902574249894,0.00911065997407895,0.0028704842219934583,0.005350553986594037,0.003370348256512684
s100,100,Geometric GO,Non local adaptation,0.998551,0.023956072342153724,0.005557901698733765,0.002750519168021537,0.0025010861395329876,0.006514910774791612
s100,100,Geometric GO,Non local adaptation,0.99975,0.0015383131270576178,0.0032751755695317295,8.783343214287975e-4,0.010120708450129155,0.003071618974949457
s100,100,Geometric GO,Non local adaptation,0.993521,0.060189201094900995,0.015986191226969152,0.010106474365396287,0.008346598012754787,0.00759378581669484
s100,100,Geometric GO,Non local adaptation,0.996955,0.0027403639946141597,0.002376119243019197,0.003057256861346163,9.053928212146382e-4,0.0017340242586788932
s100,100,Geometric GO,Non local adaptation,0.990991,0.0701226546712031,0.024491810985969267,0.014337290378302753,0.0122720639349548,0.010626041740273316
s100,100,Geometric GO,Non local adaptation,0.998551,0.03624847957142981,0.024300818366117503,0.010764233505539407,0.011291889604010823,0.01063816980107678
s100,100,Geometric GO,Non local adaptation,0.992826,0.060479560871086434,0.016807729056611688,0.016037377180742624,0.013076460689683291,0.019782950295490362
s100,100,Geometric GO,Non local adaptation,0.98167,0.025295025382393366,0.014812445281471392,0.007212948413201657,0.00858182345490868,0.006507493864367068
s100,100,Geometric GO,Non local adaptation,0.989456,0.05523517229381702,0.014805956515879867,0.013809465339063347,0.01167156420805396,0.015655483272465957
s100,100,Geometric GO,Non local adaptation,0.999,0.010057854336912968,0.010644964910471332,0.006750822372004215,0.007403979761121862,0.009313687963561185
s100,100,Geometric GO,Non local adaptation,1,0.02364329865360117,0.006191934385064681,0.010312282207148556,0.01339771205056008,0.00694809030315336
s100,100,Geometric GO,Non local adaptation,0.994366,0.07184718908822381,0.02056348185510718,0.016990723775165913,0.013136988459011232,0.017108128948995584
s100,100,Geometric GO,Non local adaptation,0.9992,0.03964914183657805,0.020587147286074872,0.014012377499123093,0.009681512417221233,0.007407174175545612
s100,100,Geometric GO,Non local adaptation,0.987874,0.009155335357443527,0.00918078282184483,0.0015844432398249683,0.00130751893462706,0.0012688201352543723
s100,100,Geometric GO,Non local adaptation,0.997952,0.034242444366506905,0.010522552239277606,0.010102523591389839,0.010956687042790734,0.011164399188376969
s100,100,Geometric GO,Non local adaptation,0.997104,0.060701934635870855,0.01354548867805315,0.010977574899937984,0.006986389778945837,0.007035206132248171
s100,100,Geometric GO,Non local adaptation,0.9999,0.013132905594781594,0.005861260192580311,0.005199612821255447,0.016669851725836113,0.005720772424612757
s100,100,Geometric GO,Non local adaptation,0.997403,0.013132905594781594,0.011847501093423468,0.010009557792937749,0.0038034518736989966,0.004382223744051778
s100,100,Geometric GO,Non local adaptation,0.99551,0.06834806464430705,0.01662639824706139,0.01391403216938111,0.011595283419589262,0.014602772984713417
s100,100,Geometric GO,Non local adaptation,0.998152,0.04235564668125565,0.011741422590264347,0.009658841272053536,0.009062224524651668,0.012620132128198168
s100,100,Geometric GO,Non local adaptation,0.996755,0.014599479983632329,0.007357227875288705,0.0038360558986412835,0.007329350504430091,0.012406913211275601
s100,100,Geometric GO,Non local adaptation,0.99875100000000006,0.02871165076056625,0.015540507701361722,0.007522293973802413,0.01805584713622426,0.003962748308829982
s100,100,Geometric GO,Non local adaptation,0.9999,0.00131915362541915,6.114187244994584e-4,3.228112859582731e-4,0.0030370467916092147,2.975872439810367e-4
s100,100,Geometric GO,Non local adaptation,0.991586,0.029122121107707215,0.018671309784853166,0.01340092707449658,0.013164470080454278,0.008558003844294915
s100,100,Geometric GO,Non local adaptation,0.998301,3.219648800113915e-4,0.0021767247486324734,0.004222869616767582,0.0013504459842105848,3.9434522116358554e-4
s100,100,Geometric GO,Non local adaptation,0.997753,0.039544864171689044,0.012631118950592313,0.015023446692653111,0.009584162239945423,0.011889738238642948
s100,100,Geometric GO,Non local adaptation,0.998701,0.042743497005440466,0.012659127014567374,0.015185337899458192,0.011521013672572893,0.014116841742199864
s100,100,Geometric GO,Non local adaptation,0.997104,0.05791272133739675,0.022796264493766993,0.008832528691927662,0.010329694957908758,0.010695784126818642
