model,seed,QTLs,current_fitness,future_fitness,causal_offset,causal_counfounded_offset,empirical_offset,empirical_counfounded_offset,causal_random_1_offset,causal_random_6_offset,causal_random_11_offset,causal_random_16_offset,causal_random_21_offset,causal_random_26_offset,causal_random_31_offset,causal_random_36_offset,causal_random_41_offset,causal_random_46_offset,causal_random_51_offset,causal_random_56_offset,causal_random_61_offset,causal_random_66_offset
m4.1,s100,100,0.989504,0.640919,0.2879247270930004,0.4233037045949797,0.0284499884265467,0.061260610625589386,0.028690263728806682,0.03144976871811329,0.04640396646345852,0.07376885345546082,0.08291189423144389,0.08516068235034065,0.094928491701605,0.10601297168628941,0.12181628447242174,0.15532126524219597,0.15593836508650022,0.1761986994158151,0.20411353425234358,0.2627015114716671
m4.1,s100,100,0.997361,0.628341,0.4859922319198177,0.5519032996774076,0.04802113911197502,0.07436699806848536,0.047356633040282516,0.05239850138204449,0.06533452764752272,0.07342796633366866,0.08680826536628353,0.10599885287557405,0.10844463680536631,0.11858077669663142,0.1364582516189073,0.1560475268429001,0.16402460329060087,0.18844041393647723,0.20811964315965337,0.22686336213542627
m4.1,s100,100,0.996485,0.572824,0.42695397360071163,0.448789802464388,0.04218753884130596,0.048373523412117585,0.048971539483575965,0.05116789284172018,0.05770989672963212,0.07147318971717335,0.09550726160027265,0.10659820210223665,0.12096363430723019,0.1278107708029222,0.1370180291302973,0.1687657548039404,0.17239298733558925,0.21374345185925583,0.26097028317043763,0.32222740526663707
m4.1,s100,100,0.988476,0.932021,0.022481274590858285,0.14441248209476185,0.002221386153184915,0.03313762928725096,0.003271877497846933,0.007147214287971685,0.009920724171150667,0.020826943451560116,0.02973657193064585,0.038735434959852,0.047767699711299974,0.0548526377943625,0.08585422476632246,0.10648406359390694,0.11461780870746231,0.14712902425283064,0.15110819968642125,0.20289291402041673
m4.1,s100,100,0.998902,0.721434,0.3305325724695164,0.3442013645294791,0.03266009125474329,0.04121070311975309,0.034177070804558084,0.049539855797908185,0.0563027445113822,0.061886387355665394,0.06636523432259216,0.0854574896376717,0.1053214540403692,0.12102002660619007,0.13859316850370482,0.152560970862154,0.173022145405421,0.20661582319341298,0.2029794300259862,0.2454876494796287
m4.1,s100,100,0.981402,0.611359,0.28814039352320636,0.28527866264675655,0.028471298535981564,0.029070671441927518,0.02848829811575133,0.034237835550692194,0.06907450755162216,0.09184498873610047,0.10461493517708997,0.1063315290448659,0.12269919759586992,0.12836080977972814,0.1338068662509883,0.142508313640891,0.14554552826014272,0.1924264189661443,0.19400294775863872,0.2106637929893944
m4.1,s100,100,0.988595,0.608886,0.5954815276544313,0.5864874789026424,0.05883983199719693,0.059568719214481876,0.058893600887987056,0.06551164662314858,0.07998176656109457,0.08492055150238839,0.09340352209288547,0.12211939138257277,0.14120575655671155,0.1505391457571407,0.15789433126379485,0.18618659700571963,0.19346550471473553,0.2068383846532902,0.28955479672519946,0.27646760075788396
m4.1,s100,100,0.994548,0.795732,0.2755028297671124,0.2688151857467328,0.02722257444677026,0.028242497189172818,0.02939620385993971,0.03464296598377045,0.05080392499861876,0.05705348664079487,0.06770084352022096,0.0778043547015536,0.09131748802978812,0.108482882227625,0.17119801168609822,0.18627774616823908,0.18972345254691456,0.19282473823263155,0.18978711211789154,0.2360466993299949
m4.1,s100,100,1,0.618111,0.4358258837800428,0.48888198578723596,0.043064176789257565,0.06490637003352315,0.044673485372030766,0.05299858871041375,0.05907786181679413,0.060463835238972106,0.06615246752792718,0.0732438970954081,0.07783723914947763,0.08981183022920176,0.09362660099946798,0.10919094340503893,0.14081849712144345,0.1438822726864991,0.15287853210600122,0.16128428209898613
m4.1,s100,100,0.999658,0.597759,0.4896416383165039,0.6244272453449174,0.04838173881036755,0.081005460877247,0.048162669416431034,0.057535536359541395,0.08565704434534822,0.09246703420927793,0.0963584435237379,0.10997971939002404,0.12442563634005437,0.1626179843467678,0.17551603829813786,0.19184733181899727,0.23811161470748074,0.25543206612784797,0.340780202481593,0.337548037800407
m4.1,s100,100,0.999496,0.971272,0.01988492994141184,0.1285840937984104,0.0019648400205416463,0.029529415897017935,0.002046639715634375,0.006031165491121187,0.026368722891590753,0.031178081025419337,0.054245216325687934,0.06466601439354716,0.06745367277074957,0.07645078757886899,0.09005180068989578,0.18360718316865118,0.2058352632836255,0.21112444384811124,0.25665255653565394,0.3000897537861988
m4.1,s100,100,0.996759,0.963751,0.056125749646017443,0.1844340114780722,0.005545813810373747,0.041913058413013744,0.006106813443762048,0.018334928055082182,0.0208077196716289,0.03691421728538697,0.05721140428017574,0.09009204136569166,0.1051132617642057,0.11202308628431923,0.13375821641244445,0.18845716281027147,0.21614630011557892,0.22750316002905718,0.3102671255864514,0.3366817429062865
m4.1,s100,100,0.998787,0.617435,0.39340708754539117,0.4222174512048396,0.038872754002724615,0.05288954916408596,0.03857984433020572,0.05029564975312161,0.062182237771835014,0.0735017541382734,0.07822006881047591,0.08358201628234256,0.09404560972928756,0.11992902760575115,0.12629722071297886,0.12570182701806654,0.17602328199368475,0.18142033764369517,0.20753289930563507,0.21186755251758863
m4.1,s100,100,0.999932,0.998105,0.002423898049405808,0.003192432409815058,2.3950659656421294e-4,4.977600428996115e-4,0.0010252410755511223,0.004791658489534515,0.006672439568470704,0.043496078060280205,0.04958088665374638,0.07037710877234442,0.08225807613596677,0.10866050733420385,0.12206354491076653,0.14086322229242557,0.1470693490891776,0.18942021843964613,0.22577022226315965,0.25862784094647107
m4.1,s100,100,0.98782,0.988256,0.04352764057382042,0.04891550144098402,0.004300988258504391,0.005644367903966482,0.007112659947917713,0.011173253508701774,0.021036188705273528,0.025934832552858545,0.032943731994531884,0.04566789514853556,0.06309704108018929,0.06937567684264624,0.08557489706505166,0.09337651020345222,0.12303570353934237,0.13943680551205578,0.1290411527568515,0.16703703823543056
m4.1,s100,100,0.994674,0.999194,0.00931147025206,0.13314455705021722,9.200711018462612e-4,0.03442100529435006,0.0012611031347548264,0.009087920656557339,0.016206133374073638,0.026264660068446286,0.03895023457806161,0.0555232015194431,0.06856325009872659,0.08811673952142259,0.11728841992893356,0.13244378002785728,0.1530141744241354,0.16359353041513164,0.21322236766934696,0.24488210917510908
m4.1,s100,100,0.986263,0.398683,0.6401445054491518,0.6255141866033901,0.0632530035027637,0.06335463681180609,0.06519819078431671,0.07087382623573683,0.08554262336516687,0.08723788233023566,0.11807418980547454,0.11633076387419336,0.12330059496355497,0.132101434153927,0.13505102694002033,0.15292951790032436,0.15820671675534861,0.17284569894292656,0.21027759008109154,0.2465683705870026
m4.1,s100,100,0.980925,0.422934,0.5627933397202168,0.5739473841897432,0.05560989555581307,0.060011372469317606,0.05536478738319529,0.07165879911328576,0.11146736862491935,0.12364588580128262,0.13111549000679046,0.1326470973735657,0.14033568841134383,0.15900180581136994,0.16483203641962058,0.23190105247832093,0.24482270649930793,0.2619151813958233,0.27973025619341246,0.3446641086628189
m4.1,s100,100,0.994275,0.666329,0.2850072039221167,0.2964583577110605,0.02816170648117904,0.0316138997670341,0.027871623855618633,0.028759766017479635,0.030013783918804916,0.03422574621199696,0.05534546199748406,0.07771705291891419,0.08501763221483111,0.09489059360383388,0.16572031079247695,0.21108358148735606,0.22773307034108328,0.2350822419920217,0.2709805484724199,0.3791335305215662
m4.1,s100,100,0.986261,0.804921,0.3078645893498348,0.43295580274181994,0.030420256337057347,0.06069733355118958,0.029932625057986807,0.03156740479894685,0.04443165582722852,0.07433694072472598,0.09606851504605679,0.09765257673648525,0.10851651875900645,0.11596946842771359,0.13112359015920225,0.16903347551027728,0.19161648532380376,0.2351037484615877,0.2715951957392772,0.30777928360140155
m4.1,s100,100,0.999343,0.515078,0.5627933397202168,0.5739473841897432,0.05560989555581307,0.060011372469317606,0.05471782969734365,0.06704288619597679,0.08500712145015507,0.09525227420438925,0.09854103673577477,0.11252163712210497,0.12170979090357498,0.13382409449359337,0.1530663978170693,0.19309031238436386,0.20465997885650664,0.2124453457581092,0.257709708091944,0.2915461757223657
m4.1,s100,100,0.929176,0.99985,0.07257175162636746,0.23843241805929855,0.007170851613579838,0.0485827006912323,0.011954788665269696,0.020848506752050744,0.03307537348045436,0.04481972614758534,0.05122035123306263,0.07389395991016455,0.07985825676390657,0.08837207617623397,0.12835337661972468,0.14983025907168937,0.15938582043135965,0.18420106141927586,0.19763660023527257,0.21273311536456313
m4.1,s100,100,0.996658,0.855268,0.1030363341647877,0.10183160989998664,0.01018107247716576,0.011062778178782576,0.01430112890262372,0.02487877605500137,0.0324935937129969,0.04601377261654604,0.05583899635607178,0.0613085166010607,0.0740886355588205,0.08835868160581443,0.12386597240374833,0.1335577112183636,0.14202306048918675,0.19189180766109573,0.23858541926614246,0.29547781903106063
m4.1,s100,100,0.985447,0.796111,0.1148903003857141,0.21712651735166427,0.0113523688961951,0.03638934945721108,0.012614641288850996,0.02221785325385019,0.023595496996281974,0.04359673665965575,0.05987817798041177,0.06821817987166913,0.08731800611392992,0.09425136467929224,0.15063431382750292,0.17049711535376466,0.1795236588270587,0.17732544037801,0.26007257631666714,0.3379297448711512
m4.1,s100,100,0.985778,0.544861,0.39340708754539117,0.4222174512048396,0.038872754002724615,0.05288954916408596,0.04058265159685,0.05582929915668405,0.062333214742747334,0.06850887264264945,0.08440194247338904,0.09191686502587189,0.09884354655144052,0.11391697711860876,0.14454265501814237,0.15757333631100034,0.17436794999164623,0.19573698463483566,0.20896465499718914,0.2162132878262519
m4.1,s100,100,0.998393,0.995515,6.560997973680961e-4,0.07011492748847437,6.482955399573165e-5,0.01816340230156495,0.003762477793769412,0.02000749444811762,0.037188840110682804,0.04901973045425736,0.06236016618277739,0.06926147606534383,0.09412211341516859,0.09930724493615,0.1089777396721819,0.136769375430794,0.15144881860530365,0.16071678489207286,0.2480241427281093,0.2775431114043327
m4.1,s100,100,1,0.869343,0.12668729185964087,0.16497505530026768,0.01251803561155463,0.021779919668970908,0.012328335068397646,0.02767163063427544,0.03885833047798095,0.05763802001502323,0.08144759138703954,0.08515014609140406,0.10552545374021194,0.12329513417475751,0.14370596257564006,0.19914674010069572,0.28174768207929457,0.29964849010172756,0.32072086229969105,0.348336044492704
m4.1,s100,100,0.924878,0.787692,0.03952695624817814,0.13061180003776662,0.003905678609652919,0.029713651568431615,0.004275318678072059,0.007465477211516845,0.023748880906512577,0.030453783469488547,0.042270077230469855,0.060906196207432234,0.06449635203019763,0.09600761341943578,0.0983179567868279,0.1575368046562026,0.2053982458500591,0.20843544653143545,0.264941663899298,0.283440202250574
m4.1,s100,100,0.991019,0.467223,0.5464561919576683,0.6657856758065045,0.05399561369311929,0.08297898585388493,0.05950245791506556,0.06029530145233241,0.0752604639447499,0.094888037407139,0.13048298005800288,0.13610900326436137,0.16218045442542223,0.17766557242520098,0.19958124708043232,0.22711352588440972,0.25862161801058237,0.26728962492839464,0.2952833657913956,0.38833581413056023
m4.1,s100,100,0.99072,0.985025,0.04352764057382042,0.04891550144098402,0.004300988258504391,0.005644367903966482,0.004308096722096972,0.0159236083429224,0.031921274730388506,0.04113310076337011,0.05377648062093729,0.07717733598453623,0.08697806986294862,0.1072385011396074,0.11585842303752895,0.13055197765091556,0.1947765590352619,0.21423943536169626,0.22284940169956816,0.2781620970823144
m4.1,s100,100,0.999981,0.92342900000000006,0.06985294074262019,0.08632500239554491,0.00690220453016489,0.012721797180914485,0.007147803248298961,0.012311012452944017,0.02179611171172913,0.022355527152695127,0.028252643931482836,0.0391120187987079,0.05519487761351633,0.06588796637060007,0.07359401777820751,0.11883054808457726,0.1521147797234582,0.17714057536027172,0.1899055563375614,0.24011356771811293
m4.1,s100,100,0.999012,0.839832,0.18251260987405424,0.2956553034685414,0.018034163619918938,0.05301936355338116,0.02767212687778456,0.04509993398870033,0.05186519049728934,0.05734237760732612,0.07122369435952741,0.10888856054704867,0.12106531972824328,0.13930782910445746,0.18813495491390256,0.22275027666154484,0.2765266689431677,0.2755280568798255,0.3058747621510749,0.3122959243173751
m4.1,s100,100,0.999246,0.991249,0.013289431484132676,0.06482809555368314,0.0013131354702885171,0.014308772897635455,0.0033767205541878533,0.007525117511624868,0.009044743635903421,0.013887741014907903,0.014862571723047916,0.016521056051189385,0.02355645540847933,0.0309046340788301,0.06794284804441304,0.08747848593957847,0.1218479300028115,0.13496402344621636,0.14419661485859134,0.19522032500907963
m4.1,s100,100,0.999935,0.96113,0.038824756206085734,0.055261436009204606,0.003836293867076792,0.007815879951495198,0.00782862413222386,0.01178269412762537,0.021618890187871942,0.029436707350296354,0.04191699943451081,0.04834316916726744,0.062415607083982146,0.09471786825768148,0.10904906472277744,0.13077207453671294,0.13605878281536884,0.15275579542423684,0.18492583245288582,0.23309424923951083
m4.1,s100,100,0.998599,0.514424,0.5471781947040844,0.5411550823628192,0.05406695515096093,0.0551044031005301,0.054622619550185776,0.059469221991255324,0.09239145202968953,0.10199624202331667,0.09937694313089135,0.10504570661181922,0.10870115833330421,0.12233084675183512,0.14177467020800294,0.18335123743942827,0.23279174850081977,0.251377012444176,0.2806930813041566,0.29791594066453486
m4.1,s100,100,0.984779,0.991624,0.0420223610153654,0.1485767369545836,0.004152250821295915,0.03422396131811477,0.005145227849024123,0.007447720241784906,0.016098967384146394,0.02084636392154601,0.04108114139970141,0.05358198356795986,0.06009088039683966,0.07279980158771132,0.09825473498298551,0.1261966565553763,0.13993444294836913,0.14022629411146048,0.18764132930616703,0.2058973439836717
m4.1,s100,100,0.989933,0.935478,0.022481274590858285,0.14441248209476185,0.002221386153184915,0.03313762928725096,0.0025183897827088827,0.013789748740591823,0.034385387038218335,0.06420521536258694,0.06910081120202356,0.08646730240628007,0.10037994080659361,0.11125113996233223,0.15595059376533418,0.21341247754331436,0.24822672184726752,0.2623201280874603,0.27191875977225854,0.29270469078600986
m4.1,s100,100,0.999052,0.814079,0.1616212428908156,0.15851812701722495,0.015969877044435272,0.016069265572664127,0.016839147071033136,0.036426101857354634,0.04003441058722969,0.07927888304091173,0.08661838295502564,0.08793829112436119,0.08831156391481963,0.10370121508305402,0.10637066280639576,0.11851054805961117,0.17434161272963067,0.22624859769508882,0.2966682662556207,0.3152406201313928
m4.1,s100,100,0.988018,0.63487,0.2879247270930004,0.4233037045949797,0.0284499884265467,0.061260610625589386,0.028018171917614656,0.047421631116980126,0.05325429445092164,0.05682258930850274,0.06640010187538961,0.0715127641706461,0.07455604697373361,0.08447975061456607,0.09404241867098131,0.127472179266897,0.14005499577047756,0.1607364314067303,0.17905320385500045,0.23553275691866227
m4.1,s100,100,0.982574,0.931908,0.015989340530342146,0.06993029600049118,0.0015799148535423128,0.015147700209071024,0.0016588480747042522,0.013557481998047826,0.0358469546332544,0.04026079443885106,0.06547702089684915,0.07114492937639759,0.08039665110860515,0.09041929617887348,0.09667295060221537,0.10165755706272275,0.12190235013461773,0.1455164574059574,0.18284420939883356,0.19592372304271602
m4.1,s100,100,0.991266,0.732585,0.38383957273726294,0.3800542411531632,0.037927383008332254,0.038730457103450584,0.0378083858565542,0.04336081315901968,0.04317568829628905,0.05679552339837712,0.06726509081495016,0.07966207349261992,0.08311008336406492,0.10685469284922916,0.10833791269340497,0.11348674541850305,0.15081385670013844,0.16162825507336837,0.24286480747174752,0.38435743411568796
m4.1,s100,100,0.999872,0.571641,0.5211775978775186,0.516340081355919,0.051497822981356856,0.05640339239915186,0.050699003016307885,0.06015575256050739,0.06800408517581659,0.0740508429781503,0.07712712371192931,0.07922370963663794,0.09796644374572488,0.14409955428221224,0.1613920701190215,0.18491976672708313,0.18731630068264174,0.21499814246842472,0.26346905055746206,0.29799788013098355
m4.1,s100,100,0.984095,0.892136,0.0403455890307565,0.04009232210103423,0.003986568130414446,0.004096485287516934,0.004238573926616568,0.008369099286458756,0.015403600387638513,0.031196194347955935,0.04126118194831423,0.041117195476924086,0.04447459779370978,0.05266559106856605,0.10500752039159719,0.11878298291304575,0.19432510633117828,0.20005829245502973,0.23689870063266413,0.2585050794299775
m4.1,s100,100,0.936874,0.426615,0.40307700888217096,0.49999221628509044,0.039828243838191724,0.06332435240516757,0.044695201150531175,0.056189547328061036,0.06637856029695202,0.06634991711605366,0.07881665866346661,0.09589117714003069,0.13352526749235308,0.13523714408460827,0.13953781733459686,0.18416280427888373,0.2091425186959449,0.22203143066109174,0.2431457185668903,0.2993857920550136
m4.1,s100,100,0.9956,0.566781,0.42695397360071163,0.448789802464388,0.04218753884130596,0.048373523412117585,0.04469346606019054,0.05218548072716696,0.05274728637796011,0.05507835087716537,0.07815849933767376,0.08143452893152098,0.0856036225750627,0.09071761729620922,0.0956667830561064,0.10225077976556639,0.12265504251570866,0.13236801752921815,0.17513537233066095,0.18981227716919793
m4.1,s100,100,0.996516,0.792824,0.1616212428908156,0.15851812701722495,0.015969877044435272,0.016069265572664127,0.016540690764937634,0.03558206190934079,0.051734831797970296,0.055725607321927086,0.06506366673968642,0.08769550281841428,0.08925716347811251,0.08891583862615317,0.08896141328147017,0.0904135316140772,0.09521318069165743,0.10065337018152742,0.11357364621072548,0.1346981882576715
m4.1,s100,100,0.998848,0.938121,0.07432779581676387,0.09501497502083403,0.00734436723135151,0.014442554295905059,0.007269752055537479,0.016845182429065724,0.026053834132539196,0.04762825762745916,0.04945715410495214,0.051723017179196036,0.06371646187245616,0.07471186701937367,0.09016053082143807,0.09510314339227971,0.10779930523111222,0.14995184265989409,0.16787403331646134,0.2074920836883452
m4.1,s100,100,0.98038,0.883475,0.0403455890307565,0.04009232210103423,0.003986568130414446,0.004096485287516934,0.0048796393824419365,0.00890023484183578,0.030153568660293086,0.0322720538470727,0.034677916424374455,0.03659529994311325,0.047049069747995595,0.06051144469299559,0.0683146649686214,0.10902989203714657,0.12761370279902465,0.2170860821214572,0.24412224981463831,0.3053612814422275
m4.1,s100,100,0.990103,0.98148,0.0012376693023702543,0.019477016997713172,1.2229473197330638e-4,0.005049171058406465,8.021406148002808e-4,0.007000658580791943,0.014530170936014485,0.024804150638540235,0.04359610744826146,0.06361911945823534,0.07060856689105191,0.08194600268162704,0.09374598914662088,0.10943156511750991,0.12100155826657448,0.16164958344425168,0.18023409948087762,0.21058413490964098
m4.1,s100,100,0.949871,0.52174,0.3040217360262653,0.4400877913383458,0.03004054204963127,0.06300083286269681,0.04231163505471802,0.052959213676961624,0.058884247453332005,0.07523979219434453,0.08042206981825165,0.1038280657113267,0.1240591571826084,0.15043468788763784,0.16681658190201026,0.2177328643092736,0.25501223041595616,0.2657936236439375,0.3208506752253012,0.42372869490886306
m4.1,s100,100,0.989332,0.903137,0.1616212428908156,0.15851812701722495,0.015969877044435272,0.016069265572664127,0.015720410581918635,0.02285043672330027,0.026007767588503303,0.027119395996736302,0.030501343185754353,0.03951090741710542,0.055397840721821474,0.06293012391758242,0.08201980988842862,0.09136920510564729,0.1189348311029854,0.14271175539000397,0.18218994215719642,0.2858886047214485
m4.1,s100,100,0.99743,0.961167,0.01988492994141184,0.1285840937984104,0.0019648400205416463,0.029529415897017935,0.0028252156113274082,0.012504349601924054,0.016989232817177964,0.021222700991698266,0.025172761841775713,0.03898315741598858,0.04720983019371375,0.06360253286822305,0.09866903450816195,0.12014378325819387,0.13007026497413074,0.16599810019411587,0.16607874530620662,0.1790791955753414
