id,longitude,latitude,time,mean_2m_air_temperature,minimum_2m_air_temperature,maximum_2m_air_temperature,dewpoint_2m_temperature,total_precipitation,surface_pressure,mean_sea_level_pressure,u_component_of_wind_10m,v_component_of_wind_10m,site_id
199912,3.7183290819096246,43.80905325067007,1999-12-01,276.6332702636719,268.284912109375,285.990234375,273.0754089355469,0.053874678909778595,94119.6640625,101922.96875,2.413925886154175,-1.88457453250885,8
200001,3.7183290819096246,43.80905325067007,2000-01-01,275.81610107421875,267.9447021484375,288.9576416015625,272.4459533691406,0.02377449721097946,94700.0,102564.6015625,1.129860758781433,-1.7148798704147339,8
200002,3.7183290819096246,43.80905325067007,2000-02-01,279.2934875488281,270.4837646484375,290.2920837402344,274.81695556640625,0.022952459752559662,94824.3046875,102618.0,2.1291823387145996,-1.6514434814453125,8
200003,3.7183290819096246,43.80905325067007,2000-03-01,280.2985534667969,270.0000305175781,294.40960693359375,274.2088317871094,0.0513298325240612,94347.78125,102077.3515625,1.3092131614685059,-1.6246861219406128,8
200004,3.7183290819096246,43.80905325067007,2000-04-01,282.1848449707031,273.78778076171875,293.57196044921875,277.9959716796875,0.15971660614013672,93316.796875,100929.6640625,0.17732533812522888,-0.04368756711483002,8
200005,3.7183290819096246,43.80905325067007,2000-05-01,287.439697265625,278.80535888671875,295.9097595214844,282.6640930175781,0.09631697088479996,94132.203125,101673.8359375,0.527744710445404,-0.4105078876018524,8
200006,3.7183290819096246,43.80905325067007,2000-06-01,290.6181945800781,280.5926818847656,300.7062683105469,284.3892822265625,0.07548616826534271,94456.3125,101977.625,0.5280604958534241,-1.0699787139892578,8
200007,3.7183290819096246,43.80905325067007,2000-07-01,290.5783386230469,279.7326354980469,300.8331298828125,283.73077392578125,0.050147976726293564,94016.8828125,101507.90625,1.3871660232543945,-1.314254879951477,8
200008,3.7183290819096246,43.80905325067007,2000-08-01,292.74163818359375,281.8503112792969,303.5511474609375,286.6044921875,0.07118739187717438,94317.7109375,101785.203125,0.5306941866874695,-0.7779754400253296,8
200009,3.7183290819096246,43.80905325067007,2000-09-01,289.16326904296875,280.4049072265625,299.08209228515625,283.7515563964844,0.1424533724784851,94060.6640625,101559.5,0.9344691634178162,-0.7463449835777283,8
